medium_videos Normal
project_videos\medium\Normal\20231116_210252000_iOS.MOV
fitted_incoming_vx,fitted_incoming_vy,fitted_outgoing_vx,fitted_outgoing_vy,ball_x_distance,incoming_angle,outgoing_angle
-1.0,-1.0,-0.5233283557960255,-0.7756291112225207,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5171550450096256,-0.7442170645372352,-1.0,-1.0,-1.0
-1.0,-1.0,-0.509838622655063,-0.7108942958032849,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5013278367178101,-0.6755845234022224,-1.0,-1.0,-1.0
-1.0,-1.0,-0.49157143518333996,-0.6382114657156006,-1.0,-1.0,-1.0
-1.0,-1.0,-0.48051816603712527,-0.5986988411249726,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4681167772646388,-0.5569703680118909,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4543160168513532,-0.5129497647579081,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4390646327827413,-0.46656074974457706,-1.0,-1.0,-1.0
-1.0,-1.0,-0.422311373044276,-0.4177270413534514,-1.0,-1.0,-1.0
-1.0,-1.0,-0.40400498562143006,-0.3663723579660829,-1.0,-1.0,-1.0
-1.0,-1.0,-0.38409421849967595,-0.31242041796402475,-1.0,-1.0,-1.0
-1.0,-1.0,-0.36252781966448666,-0.2557949397288297,-1.0,-1.0,-1.0
,,,,,,,
,,,,,,,
,,,,,,,
medium_videos Normal
project_videos\medium\Normal\20231116_210307000_iOS.MOV
fitted_incoming_vx,fitted_incoming_vy,fitted_outgoing_vx,fitted_outgoing_vy,ball_x_distance,incoming_angle,outgoing_angle
-2.939971071537917,2.285942673691422,-0.7069354634745135,-1.9234825589351567,17.25,40.88,67.48
-2.269363666026857,1.7699500559225676,-0.6500815597171864,-1.7658018958361845,-1.0,-1.0,-1.0
-1.8706583625719655,1.474523831718555,-0.5997952472955708,-1.6249987163038897,-1.0,-1.0,-1.0
-1.6551888348830732,1.324269025804701,-0.555732984614971,-1.500214253361782,-1.0,-1.0,-1.0
-1.5560563196282613,1.2631341331943338,-0.5175512300806917,-1.3905897400333713,-1.0,-1.0,-1.0
-1.5253614648271718,1.251885849970514,-0.4849064420980371,-1.2952664093421675,-1.0,-1.0,-1.0
-1.531436178244316,1.2655838040677596,-0.4574550790723117,-1.2133854943116806,-1.0,-1.0,-1.0
-1.5560754757823867,1.2910552860537636,-0.43485359940881996,-1.1440882279654208,-1.0,-1.0,-1.0
-1.5917693298755633,1.324369979911119,-0.41675846151286616,-1.0865158433268975,-1.0,-1.0,-1.0
-1.6389345178828312,1.3683146938190407,-0.40282612378975474,-1.039809573419621,-1.0,-1.0,-1.0
-1.703146470481276,1.4298680909350856,-0.3927130446447903,-1.003110651267101,-1.0,-1.0,-1.0
-1.7923711200594095,1.51767542017688,-0.38607568248327695,-0.9755603098928477,-1.0,-1.0,-1.0
-1.9141967491104719,1.6395232470038315,-0.3825704957105194,-0.9562997823203708,-1.0,-1.0,-1.0
-2.073065838625734,1.7998141841988657,-0.3818539427318218,-0.9444703015731802,-1.0,-1.0,-1.0
-2.2675069164878177,1.997041622650126,-0.38358248195248873,-0.9392131006747861,-1.0,-1.0,-1.0
-2.4873664058640195,2.2212644621327207,-0.3874125717778245,-0.9396694126486981,-1.0,-1.0,-1.0
-2.7110404735995832,2.451581842090437,-0.39300067061313365,-0.9449804705184262,-1.0,-1.0,-1.0
-2.9027068786110166,2.6536078724174557,-0.40000323686372047,-0.9542875073074805,-1.0,-1.0,-1.0
-3.009556820279453,2.7769463642400583,-0.4080767289348895,-0.9667317560393704,-1.0,-1.0,-1.0
-2.959026786843915,2.752665560698387,-0.41687760523194517,-0.981454449737607,-1.0,-1.0,-1.0
-2.6560304037945786,2.490772867728177,-0.42606232416019163,-0.9975968214256992,-1.0,-1.0,-1.0
-1.980190282266229,1.8776895848423711,-0.43528734412493353,-1.0143001041271567,-1.0,-1.0,-1.0
-0.7830698674313954,0.7737256359129958,-0.44420912353147546,-1.0307055308654904,-1.0,-1.0,-1.0
-1.0,-1.0,-0.45248412078512135,-1.0459543346642093,-1.0,-1.0,-1.0
-1.0,-1.0,-0.45976879429117556,-1.0591877485468233,-1.0,-1.0,-1.0
-1.0,-1.0,-0.46571960245494304,-1.0695470055368435,-1.0,-1.0,-1.0
-1.0,-1.0,-0.469993003681728,-1.076173338657779,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4722454563768349,-1.0782079809331395,-1.0,-1.0,-1.0
-1.0,-1.0,-0.472133418945568,-1.0747921653864352,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4693133497932318,-1.065067125041177,-1.0,-1.0,-1.0
-1.0,-1.0,-0.46344170732513057,-1.0481740929208732,-1.0,-1.0,-1.0
-1.0,-1.0,-0.454174949946569,-1.023254302049034,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4411695360628514,-0.9894489854491703,-1.0,-1.0,-1.0
-1.0,-1.0,-0.424081924079282,-0.9458993761447921,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4025685724011652,-0.8917467071594078,-1.0,-1.0,-1.0
-1.0,-1.0,-0.37628593943380595,-0.8261322115165282,-1.0,-1.0,-1.0
-1.0,-1.0,-0.34489048358250807,-0.7481971222396628,-1.0,-1.0,-1.0
-1.0,-1.0,-0.30803866325257573,-0.6570826723523226,-1.0,-1.0,-1.0
-1.0,-1.0,-0.2653869368493144,-0.5519300948780161,-1.0,-1.0,-1.0
-1.0,-1.0,-0.21659176277802755,-0.43188062284025364,-1.0,-1.0,-1.0
-1.0,-1.0,-0.16130959944402024,-0.29607548926254834,-1.0,-1.0,-1.0
-1.0,-1.0,-0.0991969052525965,-0.14365592716840458,-1.0,-1.0,-1.0
,,,,,,,
,,,,,,,
,,,,,,,
medium_videos Normal
project_videos\medium\Normal\20231116_210316000_iOS.MOV
fitted_incoming_vx,fitted_incoming_vy,fitted_outgoing_vx,fitted_outgoing_vy,ball_x_distance,incoming_angle,outgoing_angle
-2.4014071584751875,2.1366225293772425,-0.5483294678057744,-1.4234817461567675,18.49,42.01,61.88
-2.37234103449285,2.1113529733302614,-0.5379603951971941,-1.39109671966054,-1.0,-1.0,-1.0
-2.513822097093838,2.2413272195960774,-0.5294815105646503,-1.3608266468026908,-1.0,-1.0,-1.0
-2.7080029300451485,2.4197213933782287,-0.5227632893932933,-1.332527887182627,-1.0,-1.0,-1.0
-2.8728009629632822,2.5720769575915776,-0.5176762071682733,-1.3060568003997555,-1.0,-1.0,-1.0
-2.9573093944601605,2.6521515109759983,-0.5140907393747403,-1.281269746053483,-1.0,-1.0,-1.0
-2.9372081152890357,2.6377695862100654,-0.5118773614978445,-1.2580230837432167,-1.0,-1.0,-1.0
-2.8101746314904053,2.526673448024744,-0.5109065490227359,-1.2361731730683634,-1.0,-1.0,-1.0
-2.5912949875379314,2.332373891317078,-0.5110487774345649,-1.21557637362833,-1.0,-1.0,-1.0
-2.3084746894843415,2.08000103926388,-0.5121745222184814,-1.1960890450225232,-1.0,-1.0,-1.0
-1.9978496281073583,1.8021551414354202,-0.5141542588596356,-1.1775675468503501,-1.0,-1.0,-1.0
-1.6991970020556004,1.5347573719091074,-0.5168584628431777,-1.1598682387112178,-1.0,-1.0,-1.0
-1.4513462409944948,1.3129006273832031,-0.5201576096542578,-1.1428474802045328,-1.0,-1.0,-1.0
-1.2875899287522181,1.1667003252904748,-0.5239221747780259,-1.126361630929702,-1.0,-1.0,-1.0
-1.2310947264655694,1.117145201911908,-0.5280226336996324,-1.1102670504861327,-1.0,-1.0,-1.0
-1.2903122957258841,1.1719481104903946,-0.5323294619042273,-1.0944200984732315,-1.0,-1.0,-1.0
-1.4543902217250402,1.321396819344397,-0.5367131348769606,-1.0786771344904054,-1.0,-1.0,-1.0
-1.6885829364011848,1.534204809981719,-0.5410441281029826,-1.0628945181370613,-1.0,-1.0,-1.0
-1.929662641584876,1.7533620752130665,-0.5451929170674433,-1.046928609012606,-1.0,-1.0,-1.0
-2.08133023214482,1.8919859172658136,-0.5490299772554931,-1.0306357667164465,-1.0,-1.0,-1.0
-2.0096262191338297,1.8291717458977332,-0.5524257841522818,-1.0138723508479897,-1.0,-1.0,-1.0
-1.538341652934795,1.4058438765105876,-0.5552508132429599,-0.9964947210066424,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5573755400126771,-0.9783592367918117,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5586704399465838,-0.9593222578029044,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5590059885298302,-0.9392401436393272,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5582526612475662,-0.9179692539004873,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5562809335849421,-0.8953659481857916,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5529612810271081,-0.8712865860946468,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5481641790592141,-0.8455875272264598,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5417601031664104,-0.8181251311806377,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5336195288338472,-0.7887557575565872,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5236129315466744,-0.7573357659537155,-1.0,-1.0,-1.0
-1.0,-1.0,-0.5116107867900423,-0.7237215159714291,-1.0,-1.0,-1.0
-1.0,-1.0,-0.497483570049101,-0.6877693672091351,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4811017568090006,-0.6493356792662405,-1.0,-1.0,-1.0
-1.0,-1.0,-0.4623358225548915,-0.6082768117421522,-1.0,-1.0,-1.0
-1.0,-1.0,-0.44105624277192335,-0.5644491242362766,-1.0,-1.0,-1.0
-1.0,-1.0,-0.41713349294524654,-0.5177089763480214,-1.0,-1.0,-1.0
-1.0,-1.0,-0.3904380485600113,-0.46791272767679315,-1.0,-1.0,-1.0
-1.0,-1.0,-0.36084038510136757,-0.41491673782199845,-1.0,-1.0,-1.0
-1.0,-1.0,-0.32821097805446575,-0.3585773663830445,-1.0,-1.0,-1.0
-1.0,-1.0,-0.29242030290445564,-0.29875097295933806,-1.0,-1.0,-1.0
-1.0,-1.0,-0.2533388351364875,-0.23529391715028614,-1.0,-1.0,-1.0
,,,,,,,
,,,,,,,
,,,,,,,
medium_videos Normal
project_videos\medium\Normal\20231116_210351000_iOS.MOV
fitted_incoming_vx,fitted_incoming_vy,fitted_outgoing_vx,fitted_outgoing_vy,ball_x_distance,incoming_angle,outgoing_angle
-1.5826545102005005,1.3846850753621471,-0.8188022214024334,-3.195413675940586,16.88,42.02,73.91
-2.0293161853099444,1.7837298373280042,-0.6888489257523011,-2.6943665112021025,-1.0,-1.0,-1.0
-2.113836532391138,1.862270819133756,-0.5798417902164841,-2.2702884339561815,-1.0,-1.0,-1.0
-2.031887390806354,1.7931890345150205,-0.4903154995114394,-1.9178732429952101,-1.0,-1.0,-1.0
-1.923116095048402,1.7002664224611033,-0.4188047383536235,-1.6318147371115754,-1.0,-1.0,-1.0
-1.8779564571515013,1.664063723813634,-0.36384419145949315,-1.4068067150976649,-1.0,-1.0,-1.0
-1.9444397491021586,1.7277983578652012,-0.3239685435455052,-1.2375429757458662,-1.0,-1.0,-1.0
-2.1350056852500496,1.9032222989579841,-0.2977124793281163,-1.1187173178485663,-1.0,-1.0,-1.0
-2.433313404718888,2.176499953082398,-0.28361068352378305,-1.0450235401981525,-1.0,-1.0,-1.0
-2.8010524538173085,2.5140860344757088,-0.28019784084896215,-1.0111554415870114,-1.0,-1.0,-1.0
